Employee,Level,Workgroup,Position_Name
10416054,12,08CHESTER_M,Professional 12
10405960,9,09GMOFF_M,Management 09
10346489,13,01MIN1CSLA_D,Staff 13
10576550,13,01KORFURP_D,Staff 13
10420408,13,06EASTHAT_D,Staff 13
10674051,13,05LADLPSLA_D,Staff 13
10180814,13,02KLANFURT_D,Staff 13
10604666,13,CPIFAC_D,Staff 13
10061995,13,01SARACSLA_D,Staff 13
10657549,13,01KORSLAU_D,Staff 13
10019089,10,WGDUMMY_DMUP,Professional 10
10670823,13,01SARACSLA_D,Staff 13
10350718,13,01KORSLAU_D,Staff 13
10665718,13,05LADLPSLA_D,Staff 13
10637886,11,09LEADEROFF_M,Professional 11
10510915,13,05NORTINTE_M,Staff 13
10674059,13,05LADLPSLA_D,Staff 13
10194928,11,03KM21FEED_M,Professional 11
10011397,7,09GMOFF_M,Senior Management 07
10175860,12,07MODETRAD_M,Professional 12
10017557,12,01MIN1CSLA_M,Professional 12
10029210,11,06EAS1FARM_M,Professional 11
10387386,13,01KORSLAU_M,Staff 13
10209409,10,WGDUMMY_DMUP,Professional 10
10672274,13,01MIN1CFUR_D,Staff 13
10645578,13,05CENTEGG_M,Staff 13
10515089,13,01KORFURP_D,Staff 13
10669977,11,08BKKFS5_M,Professional 11
10318155,12,05SARABRFA_M,Professional 12
10314741,13,05EASTPSLA_M,Staff 13
10371145,13,05EASTSWIN_M,Staff 13
10031017,13,01SARACSLA_M,Staff 13
10649902,13,05SWINFARM_M,Staff 13
10052969,13,01SARACSLA_M,Staff 13
10036021,13,01SARASAUS_M,Staff 13
10529625,13,01MIN1CSLA_D,Staff 13
10654943,13,05PAETFURT_D,Staff 13
10666838,13,05PAETFURT_D,Staff 13
10660815,13,05PAETFURT_D,Staff 13
10671821,13,01MIN1CSLA_D,Staff 13
10659975,13,01KORSLAU_D,Staff 13
10406313,13,06SOUTFARM_M,Staff 13
10044689,13,01MIN2DFUR_M,Staff 13
10088427,12,CPGOFF_M,Professional 12
10091293,12,CPIFAC_M,Professional 12
10654691,13,01KORSLAU_D,Staff 13
10355996,13,02KLANFURT_D,Staff 13
10654534,13,05SARABEFA_M,Staff 13
10618306,11,09HROFF_M,Professional 11
10028703,13,05CENTEGG_M,Staff 13
10545355,13,05MAHACSLA_D,Staff 13
10307046,13,MEIJOFFI_M,Staff 13
10037184,9,WGDUMMY_DMUP,Management 09
10659235,13,03SRIRFEED_M,Staff 13
10640255,13,01MIN1CSLA_D,Staff 13
10424718,13,05KORABEFA_M,Staff 13
10433322,11,05BANJINTE_M,Professional 11
10259289,11,05BANJINTE_M,Professional 11
10067466,13,01KORSLAU_M,Staff 13
10570115,13,06AYUTFARM_D,Staff 13
10166355,10,WGDUMMY_DMUP,Professional 10
10642996,12,CPGOFF_M,Professional 12
10040552,11,02KLANFURT_M,Professional 11
10316429,13,06EAS1FARM_M,Staff 13
10412061,13,05NORTINTE_M,Staff 13
10656667,13,05BUDZONE-ES_D,Staff 13
10049152,13,01MIN2CFUR_M,Staff 13
10150741,11,KSPOFFNO5M,Professional 11
10592233,12,03HATYFEED_M,Professional 12
10637509,13,05NORTINTE_D,Staff 13
10661952,13,01SARACSLA_D,Staff 13
10662063,13,05PAETFURT_D,Staff 13
10343546,11,05ISANSWIN_M,Professional 11
10001011,11,05NORTBEFA_M,Professional 11
10269817,13,01MIN2CFUR_M,Staff 13
10033504,8,09GMOFF_M,Management 08
10611433,13,01MIN1CSLA_D,Staff 13
10505806,13,05ISANPSLA_M,Staff 13
10648348,13,01KORFURP_D,Staff 13
10006591,12,03THARFEED_M,Professional 12
10093987,11,CPPCPTGOFF_M,Professional 11
10672393,13,01WANGSAUC_D,Staff 13
10335577,13,05EASTPSLA_M,Staff 13
10033649,11,01WANGSAUC_M,Professional 11
10674083,13,01SARACSLA_D,Staff 13
10630263,13,05ISANSWIN_M,Staff 13
10246246,10,06RESEFARM_M,Professional 10
10016137,11,MEIJFACT_M,Professional 11
10415250,13,05BANNEGSO_M,Staff 13
10024096,12,04MAHAFEED_M,Professional 12
10393239,8,09GMOFF_M,Management 08
10674546,13,WGDUMMY_SMDW,Staff 13
10670773,12,09CPFITOFF_M,Professional 12
10058885,13,05NORTBEFA_M,Staff 13
10666077,13,05PAETFURT_D,Staff 13
10405633,13,05SOUTEGG_D,Staff 13
10673957,13,05ISANPSLA_D,Staff 13
10428401,12,09CPFITOFF_M,Professional 12
10672552,13,05PAETFURT_D,Staff 13
10344527,13,05ISANPSLA_M,Staff 13
10041099,10,WGDUMMY_DMUP,Professional 10
10390221,13,05EASTPSLA_M,Staff 13
10643930,13,05BUDZONE-B_D,Staff 13
10101097,11,CROPCPEOFF_M,Professional 11
10374649,10,WGDUMMY_DMUP,Professional 10
10673358,13,08CHESTER_H,Staff 13
10621325,13,01MIN2CFUR_D,Staff 13
10548086,13,05EASTEGFA_M,Staff 13
10422685,13,05NORTINTE_M,Staff 13
10206444,13,01KORSLAU_D,Staff 13
10617805,13,05ISANPSLA_D,Staff 13
10015886,13,01MIN2CFUR_M,Staff 13
10556862,13,05BUDZONE-A_D,Staff 13
10658828,13,01KORSLAU_D,Staff 13
10666103,13,05PAETFURT_D,Staff 13
10006102,10,WGDUMMY_DMUP,Professional 10
10527175,13,01SARAJERH_D,Staff 13
10634970,13,05CENTEGG_M,Staff 13
10243644,13,01SARACSLA_D,Staff 13
10663501,13,01MIN1CFUR_D,Staff 13
10533104,13,05CENTBRFA_M,Staff 13
10504634,12,05SWINFARM_M,Professional 12
10529393,13,01MIN1CSLA_D,Staff 13
10300871,13,01KORSLAU_M,Staff 13
10670314,13,01MIN1CSLA_D,Staff 13
10505859,13,05ISANPSLA_M,Staff 13
10434355,8,09GMOFF_M,Management 08
10620838,13,01SARACFUR_D,Staff 13
10344069,13,06SOUTFARM_M,Staff 13
10150464,10,WGDUMMY_DMUP,Professional 10
10035706,1,WGDUMMY_DMUP,Top Executive 01
10034305,9,09GMOFF_M,Management 09
10653620,13,05NORTINTE_M,Staff 13
10598198,13,05BUDZONE-B_D,Staff 13
10548292,11,09CPFITOFF_M,Professional 11
10563490,13,01WANGSAUC_D,Staff 13
10670363,13,01MIN1CSLA_D,Staff 13
10570339,13,05ISANSWIN_M,Staff 13
10270030,13,01KORSLAU_M,Staff 13
10093211,13,CPPFERTFAC_M,Staff 13
10033924,8,09GMOFF_M,Management 08
10364203,13,05BANNEGSO_M,Staff 13
10635390,13,01SARACFUR_D,Staff 13
10626137,11,WGDUMMY_DMUP,Professional 11
10615828,13,01KORSLAU_D,Staff 13
10671439,12,05SARABEFA_M,Professional 12
10652654,13,07LAMPLOGI_M,Staff 13
10015952,13,01MIN2DFUR_M,Staff 13
10163320,12,KPIFACNO6M,Professional 12
10539846,13,01KORSLAU_D,Staff 13
10650850,13,01WANGSAUC_D,Staff 13
10672763,13,01SARACSLA_D,Staff 13
10645483,13,05PAETFURT_D,Staff 13
10076057,13,01SARACFUR_D,Staff 13
10673015,13,05ISANPSLA_D,Staff 13
10066232,12,05SOUTEGG_M,Professional 12
10002804,3,09GMOFF_M,Top Executive 03
10415340,13,05BUDZONE-B_M,Staff 13
10669716,13,01SARACFUR_D,Staff 13
10388495,13,05SISACSLA_D,Staff 13
10596832,13,05ISANPSLA_D,Staff 13
10017156,11,03KM21PREMIX_M,Professional 11
10650678,13,01MAHAFOOD_D,Staff 13
10371646,13,05CENTEGG_D,Staff 13
10621503,13,01KORSLAU_D,Staff 13
10670330,13,01MIN1CSLA_D,Staff 13
10674872,13,01SARACSLA_D,Staff 13
10611474,13,01MIN1CSLA_D,Staff 13
10621012,13,01MIN1CSLA_D,Staff 13
10033567,12,05CHICKBEF_M,Professional 12
10630951,13,WGDUMMY_SMDW,Staff 13
10039480,11,ADMINONOFF_M,Professional 11
10432582,13,05ISANPSLA_M,Staff 13
10380311,13,05BANNEGSO_M,Staff 13
10231850,13,06AMWWFARM_M,Staff 13
10507735,13,06EASTHAT_M,Staff 13
10646562,13,01MIN1CFUR_D,Staff 13
10041663,9,09GMOFF_M,Management 09
10674876,13,01SARACSLA_D,Staff 13
10673362,13,01BANNEGPR_D,Staff 13
10615830,13,01MIN1CSLA_D,Staff 13
10004006,13,05GBEFARM_M,Staff 13
10371046,12,05PARKCDFA_M,Professional 12
10596183,13,05BUDZONE-B_D,Staff 13
10653799,13,01WANGSAUC_D,Staff 13
10411768,13,05ISANSWIN_M,Staff 13
10091600,13,CPIFAC_D,Staff 13
10530618,13,05BUDZONE-B_M,Staff 13
10186827,13,01KORFURP_D,Staff 13
10672168,13,01MIN2CFUR_M,Staff 13
10653276,13,05SARABEFA_M,Staff 13
10672020,12,09CPFOFF_M,Professional 12
10358217,12,03KM21FEED_M,Professional 12
10541309,13,01KORFURP_D,Staff 13
10165719,11,03HATYFEED_M,Professional 11
10012349,8,09GMOFF_M,Management 08
10352984,13,MEIJFACT_M,Staff 13
10637400,13,01MIN1CFUR_D,Staff 13
10345902,12,08CHESTER_M,Professional 12
10353715,13,01KORFURP_D,Staff 13
10432678,13,05JANACSLA_D,Staff 13
10651329,13,05JANACSLA_D,Staff 13
10065604,13,01KORSLAU_D,Staff 13
10519323,13,01MIN1CSLA_D,Staff 13
10671628,13,01KORSLAU_D,Staff 13
10075243,12,01MAHAFOOD_M,Professional 12
10621025,13,01MIN1CSLA_D,Staff 13
10035649,9,09GMOFF_M,Management 09
10664327,13,01KORSLAU_D,Staff 13
10667994,13,01SARACSLA_D,Staff 13
10661257,13,05PAETFURT_D,Staff 13
10267224,13,01KORFURP_D,Staff 13
10067765,13,05ISANSWIN_M,Staff 13
10163361,10,WGDUMMY_DMUP,Professional 10
10161538,11,02KLANFURT_M,Professional 11
10035635,13,01SARACFUR_M,Staff 13
10046105,13,01MIN1CSLA_D,Staff 13
10419279,13,01KORSLAU_M,Staff 13
10617738,13,01MIN1CSLA_D,Staff 13
10283557,13,05BUDZONE-B_M,Staff 13
10520112,13,05SAMUPSLA_D,Staff 13
10610031,13,08CHESTER_H,Staff 13
10312058,12,05ISANBRFA_M,Professional 12
10602704,12,05EASTSWIN_M,Professional 12
10314276,13,05ROIACSLA_D,Staff 13
10091474,13,CPIFAC_D,Staff 13
10047857,13,05CHICKBEF_M,Staff 13
10051695,13,01MAHAFOOD_M,Staff 13
10254686,13,06SOUTFARM_M,Staff 13
10500759,13,01SARACSLA_D,Staff 13
10664705,13,05KLONPSLA_D,Staff 13
10557357,13,01SARACSLA_D,Staff 13
10288070,8,09GMOFF_M,Management 08
10664795,13,DMTLATKRA_M,Staff 13
10545016,13,01MIN1CSLA_M,Staff 13
10652479,13,01MIN2CFUR_D,Staff 13
10537654,7,09GMOFF_M,Senior Management 07
10595841,9,09GMOFF_M,Management 09
10063235,13,06RESEFARM_M,Staff 13
10085816,13,01KORFURP_D,Staff 13
10664831,13,DMTLATKRA_M,Staff 13
10094737,13,DMTLATKRA_M,Staff 13
10510916,13,05BUDZONE-B_M,Staff 13
10095036,8,CPPCPTGOFF_M,Management 08
10590642,13,05PARKCDFA_M,Staff 13
10374925,9,09GMOFF_M,Management 09
10197313,12,03KOKKFEED_M,Professional 12
10221157,13,06EASTHAT_M,Staff 13
10528682,13,01KORSLAU_D,Staff 13
10618497,13,01MIN1CSLA_D,Staff 13
10631741,13,05LAMPCSLA_D,Staff 13
10003334,12,01SARACSLA_M,Professional 12
10504611,9,09GMOFF_M,Management 09
10363409,13,01KORSLAU_D,Staff 13
10590034,13,01KORFURP_D,Staff 13
10664601,13,01MAHAFOOD_D,Staff 13
10408063,13,MEIJFACT_M,Staff 13
10500346,13,01SARACFUR_D,Staff 13
10036910,13,01MIN1CFUR_M,Staff 13
10328145,13,01KORFURP_D,Staff 13
10513300,13,01MIN1CSLA_D,Staff 13
10081443,13,01KORFURP_M,Staff 13
10180602,10,WGDUMMY_DMUP,Professional 10
10532053,13,01SARACSLA_D,Staff 13
10063679,13,06EAS1FARM_M,Staff 13
10367211,13,05BUDZONE-B_M,Staff 13
10233886,10,WGDUMMY_DMUP,Professional 10
10658603,13,01SARACSLA_D,Staff 13
10574125,13,08CHESTER_H,Staff 13
10672596,13,05PAETFURT_D,Staff 13
10374798,10,WGDUMMY_DMUP,Professional 10
10242449,13,01KORFURP_D,Staff 13
10173003,13,05GBEFARM_M,Staff 13
10053021,13,05DUCKBEF_M,Staff 13
10516851,13,05SARABEFA_M,Staff 13
10041377,13,01MIN1CFUR_M,Staff 13
10657355,13,01PAETFOOD_D,Staff 13
10507436,13,05ISANSWIN_M,Staff 13
10091596,13,CPIFAC_D,Staff 13
10413492,12,07NORTFM_M,Professional 12
10094450,11,DMTEAST_M,Professional 11
10661971,13,05PHRAPSLA_D,Staff 13
10088641,13,MEIJOFFI_M,Staff 13
10375611,13,01KORSLAU_M,Staff 13
10045271,13,01MIN1CSLA_M,Staff 13
10409488,13,05SISACSLA_D,Staff 13
10501321,13,01KORSLAU_D,Staff 13
10237601,13,05BANJINTE_M,Staff 13
10190729,13,06SOUTFARM_M,Staff 13
10566063,13,01KORSLAU_D,Staff 13
10067557,13,01KORSLAU_D,Staff 13
10401014,13,05SISACSLA_D,Staff 13
10568468,13,05BUDZONE-B_D,Staff 13
10001863,10,04BANBFEED_M,Professional 10
10093970,7,09GMOFF_M,Senior Management 07
10656589,13,01KORSLAU_D,Staff 13
10508619,13,01WANGSAUC_D,Staff 13
10528453,8,09GMOFF_M,Management 08
10035319,10,WGDUMMY_DMUP,Professional 10
10431026,11,09CPFITOFF_M,Professional 11
10027960,11,05DUCKBEF_M,Professional 11
10654072,13,01SARASAUS_D,Staff 13
10360943,13,05ISANBRFA_M,Staff 13
10509952,13,05KORABRFA_M,Staff 13
10542571,12,05GBEFARM_M,Professional 12
10641836,13,03LAMPFEED_M,Staff 13
10264612,13,05SARABEFA_M,Staff 13
10225087,12,02KLANFURT_M,Professional 12
10171142,12,05WESTPSLA_M,Professional 12
10161030,12,KSPFACNO6M,Professional 12
10065345,13,02KLANFURT_D,Staff 13
10094991,13,CPPSPRODUC_M,Staff 13
10524629,13,01KORSLAU_D,Staff 13
10552445,10,WGDUMMY_DMUP,Professional 10
10666534,13,01PAETFOOD_M,Staff 13
10566397,12,01BANGDSLA_M,Professional 12
10402266,13,05CENTEGG_D,Staff 13
10182657,12,02KLANFURT_M,Professional 12
10065562,13,01KORSLAU_M,Staff 13
10672600,13,05PAETFURT_D,Staff 13
10556166,13,01KORFURP_D,Staff 13
10011384,8,09GMOFF_M,Management 08
10672592,13,05PAETFURT_D,Staff 13
10413564,13,05ISANSWIN_M,Staff 13
10162017,12,04BANBFEED_M,Professional 12
10619505,13,01KORFURP_D,Staff 13
10259132,13,08CHESTER_M,Staff 13
10539015,13,01MIN2DFUR_D,Staff 13
10281201,13,01KORSLAU_D,Staff 13
10597706,13,01KORFURP_D,Staff 13
10053691,13,05KORABRFA_M,Staff 13
10647251,13,01SARACSLA_D,Staff 13
10548217,13,01KORSLAU_D,Staff 13
10286510,11,09ACCOFF_M,Professional 11
10208451,12,08CHESTER_M,Professional 12
10667520,13,01KORSLAU_D,Staff 13
10411703,13,05SISACSLA_M,Staff 13
10161094,11,06SOUTFARM_M,Professional 11
10374843,11,09CPLIOFF_M,Professional 11
10500086,13,01KORSLAU_D,Staff 13
10521612,13,DMTLATKRA_M,Staff 13
10672602,13,05PAETFURT_D,Staff 13
10374667,9,09GMOFF_M,Management 09
10573159,13,05NORTINTE_M,Staff 13
10195441,13,06AMWWFARM_M,Staff 13
10557723,13,05ISANBRFA_M,Staff 13
10175122,11,ACCNONOFF_M,Professional 11
10411658,13,05SISACSLA_D,Staff 13
10593720,12,01BANNEGPR_M,Professional 12
10548346,12,09CPFOFF_M,Professional 12
10500047,13,01KORSLAU_D,Staff 13
10160458,11,03SRIRFEED_M,Professional 11
10338633,13,01KORFURP_D,Staff 13
10672610,13,05PAETFURT_D,Staff 13
10340329,13,05ISANBRFA_M,Staff 13
10513831,13,01KORSLAU_M,Staff 13
10552990,12,03PAKTFEED_M,Professional 12
10508839,13,01KORSLAU_M,Staff 13
10548888,11,WGDUMMY_DMUP,Professional 11
10533179,13,05SARABEFA_M,Staff 13
10211156,13,01KORSLAU_M,Staff 13
10548467,13,05ISANPSLA_M,Staff 13
10521453,13,CROPCPALOEI_D,Staff 13
10606744,13,01KORSLAU_D,Staff 13
10313964,13,01KORFURP_D,Staff 13
10664184,13,01KORSLAU_D,Staff 13
10660548,13,01KORSLAU_D,Staff 13
10529503,13,01MIN1CSLA_D,Staff 13
10023738,10,WGDUMMY_DMUP,Professional 10
10059165,13,05SOUTBRFA_M,Staff 13
10256857,11,03THARFEED_M,Professional 11
10628809,13,05SAMUPSLA_D,Staff 13
10094548,13,DMTLATKRA_M,Staff 13
10425918,13,01SILVCSLA_M,Staff 13
10631081,13,05PAETFURT_D,Staff 13
10165627,13,01SARASAUS_M,Staff 13
10618277,11,09LEADEROFF_M,Professional 11
10672607,13,05PAETFURT_D,Staff 13
10540317,13,01MAHAFOOD_D,Staff 13
10653037,13,08CHESTER_H,Staff 13
10599755,13,01KORFURP_D,Staff 13
10529177,13,01MIN1CSLA_D,Staff 13
10029146,9,WGDUMMY_DMUP,Management 09
10659390,13,05KORABEFA_M,Staff 13
10168330,13,06RESEFARM_M,Staff 13
10647439,13,01SARACSLA_D,Staff 13
10572123,13,05KORABRFA_M,Staff 13
10650920,13,01SARACSLA_D,Staff 13
10655138,13,05BUDZONE-B_D,Staff 13
10281767,13,06EASTHAT_M,Staff 13
10228199,13,05ISANSWIN_M,Staff 13
10644109,13,05BUDZONE-B_D,Staff 13
10651539,13,05ISANPSLA_D,Staff 13
10619772,13,05ISANPSLA_D,Staff 13
10532308,13,MEIJFACT_M,Staff 13
10672615,13,05PAETFURT_D,Staff 13
10503995,12,09CPFOFF_M,Professional 12
10648510,13,01SARACSLA_D,Staff 13
10664878,13,05ISANPSLA_D,Staff 13
10670986,13,05CHICKBEF_M,Staff 13
10360181,13,05EASTPSLA_M,Staff 13
10024583,9,09GMOFF_M,Management 09
10656086,13,05BUDZONE-B_D,Staff 13
10665066,12,05NORTINTE_M,Professional 12
10610479,10,WGDUMMY_DMUP,Professional 10
10641218,13,05BUDZONE-B_D,Staff 13
10672622,13,05PAETFURT_D,Staff 13
10101466,13,CPPCPTGOFF_M,Staff 13
10163875,10,WGDUMMY_DMUP,Professional 10
10040117,9,WGDUMMY_DMUP,Management 09
10022045,9,WGDUMMY_DMUP,Management 09
10180653,11,03HATYFEED_M,Professional 11
10363036,11,ADMINONOFF_M,Professional 11
10251158,10,01NONGJEGFU_M,Professional 10
10032089,10,WGDUMMY_DMUP,Professional 10
10665483,13,01SARACSLA_D,Staff 13
10662184,13,05SWINFARM_M,Staff 13
10362047,13,05BUDZONE-B_M,Staff 13
10605394,13,01KORFURP_D,Staff 13
10251205,11,KSPFACNO6M,Professional 11
10591047,11,09LEADEROFF_M,Professional 11
10672624,13,05PAETFURT_D,Staff 13
10226406,11,01MAHAFOOD_M,Professional 11
10296942,13,05KORABEFA_M,Staff 13
10628393,13,01KORFURP_D,Staff 13
10030190,12,MEIJFACT_M,Professional 12
10350862,13,01SARASAUS_M,Staff 13
10081541,13,01KORSLAU_D,Staff 13
10659426,13,05PHRAPSLA_D,Staff 13
10426766,13,01MIN1CSLA_D,Staff 13
10672767,13,05SWINFARM_M,Staff 13
10538414,13,03HATYFEED_M,Staff 13
10672124,13,01SARACSLA_D,Staff 13
10596801,13,CPIFAC_D,Staff 13
10101197,11,CROP_M,Professional 11
10672125,13,01SARACSLA_D,Staff 13
10040553,9,WGDUMMY_DMUP,Management 09
10328064,13,01KORFURP_D,Staff 13
10572095,13,05BUDZONE-B_M,Staff 13
10094019,10,WGDUMMY_DMUP,Professional 10
10531700,13,05EASTSWIN_M,Staff 13
10668818,13,01KORFURP_D,Staff 13
10661605,13,01SARACSLA_D,Staff 13
10011211,10,WGDUMMY_DMUP,Professional 10
10672635,13,05PAETFURT_D,Staff 13
10598637,13,08ISANFS5_D,Staff 13
10659752,13,05BUDZONE-B_M,Staff 13
10500591,13,01SARACFUR_D,Staff 13
10608670,13,01SARACSLA_D,Staff 13
10608072,13,05CENTEGG_M,Staff 13
10626443,13,05BUDZONE-B_M,Staff 13
10011454,6,WGDUMMY_DMUP,Executive 06
10613696,12,05WESTSWIN_M,Professional 12
10635021,13,05ISANSWIN_M,Staff 13
10660298,13,05ISANPSLA_D,Staff 13
10672179,12,01MAHAFOOD_M,Professional 12
10356906,12,03PHITFEED_M,Professional 12
10608527,13,05ISANPSLA_D,Staff 13
10022964,9,09GMOFF_M,Management 09
10665299,13,01KORSLAU_D,Staff 13
10672643,13,05PAETFURT_D,Staff 13
10316180,13,05KORABEFA_M,Staff 13
10662002,13,01SARACSLA_D,Staff 13
10374426,11,09CPFOFF_M,Professional 11
10670977,13,05WESTSWIN_M,Staff 13
10647010,9,WGDUMMY_DMUP,Management 09
10671002,13,CPPRD_M,Staff 13
10637637,13,01MIN2CFUR_D,Staff 13
10541397,13,01KORFURP_D,Staff 13
10538152,13,05CENTEGG_D,Staff 13
10660510,13,01KORSLAU_D,Staff 13
10371453,11,03KABIFEED_M,Professional 11
10646248,13,MEIJFACT_M,Staff 13
10619141,13,01SARACSLA_D,Staff 13
10354913,12,03KM21FEED_M,Professional 12
10624761,12,WGDUMMY_DMUP,Professional 12
10048777,13,01MIN1CFUR_D,Staff 13
10656578,13,01KORFURP_D,Staff 13
10610480,12,CPIOFF_M,Professional 12
10672145,13,01SARACSLA_D,Staff 13
10522534,13,05ISANPSLA_M,Staff 13
10059130,13,05SOUTBRFA_M,Staff 13
10656365,13,05JANACSLA_D,Staff 13
10557926,13,DMTSOUTH_M,Staff 13
10088703,13,06EAS1FARM_M,Staff 13
10354626,13,01KORFURP_M,Staff 13
10202119,13,01SARACSLA_M,Staff 13
10051854,12,05PAETFURT_M,Professional 12
10557458,10,WGDUMMY_DMUP,Professional 10
10672648,13,05PAETFURT_D,Staff 13
10646298,13,05ISANSWIN_M,Staff 13
10670436,13,03HATYFEED_M,Staff 13
10670148,13,01SARACSLA_D,Staff 13
10591572,10,WGDUMMY_DMUP,Professional 10
10433087,11,09CPFOFF_M,Professional 11
10610997,13,01KORSLAU_D,Staff 13
10344439,12,01MIN1CSLA_M,Professional 12
10672650,13,05PAETFURT_D,Staff 13
10672652,13,01SARACSLA_D,Staff 13
10093783,10,WGDUMMY_DMUP,Professional 10
10403374,13,01KORSLAU_D,Staff 13
10672654,13,05PAETFURT_D,Staff 13
10656568,13,01KORFURP_D,Staff 13
10540614,12,08BKKFS5_M,Professional 12
10640138,13,MEIJFACT_M,Staff 13
10567966,13,01MIN2DFUR_D,Staff 13
10657679,13,01KORSLAU_D,Staff 13
10298335,13,05KORABEFA_M,Staff 13
10522456,13,01KORSLAU_D,Staff 13
10618631,13,MEIJFACT_M,Staff 13
10667980,13,01SARACSLA_D,Staff 13
10261902,13,05ISANBRFA_M,Staff 13
10592734,13,05BUDZONE-B_M,Staff 13
10214789,10,WGDUMMY_DMUP,Professional 10
10516071,12,01KORSLAU_M,Professional 12
10078966,13,01KORSLAU_D,Staff 13
10093841,10,WGDUMMY_DMUP,Professional 10
10049891,13,01SARACSLA_M,Staff 13
10034786,10,WGDUMMY_DMUP,Professional 10
10556180,13,01KORFURP_D,Staff 13
10218084,13,05EASTSWIN_M,Staff 13
10038424,11,03TKASFEED_M,Professional 11
10652986,12,07LAMPLOGI_M,Professional 12
10672663,13,05PAETFURT_D,Staff 13
10161054,9,09GMOFF_M,Management 09
10380017,13,05CHICKBEF_M,Staff 13
10045223,13,01BANGDSLA_M,Staff 13
10636406,13,01NONGFOOD_D,Staff 13
10563551,13,01MIN1CSLA_D,Staff 13
10599006,13,08BKKFS5_D,Staff 13
10601363,13,01KORFURP_D,Staff 13
10258791,11,06EAS1FARM_M,Professional 11
10638439,13,01MIN2CFUR_D,Staff 13
10551236,13,01KORFURP_D,Staff 13
10652996,13,WGDUMMY_SMDW,Staff 13
10093765,10,WGDUMMY_DMUP,Professional 10
10596663,13,05SISACSLA_D,Staff 13
10594194,13,05NORTINTE_M,Staff 13
10429995,13,05ISANPSLA_M,Staff 13
10605387,13,01KORFURP_D,Staff 13
10670998,11,09CPFITOFF_M,Professional 11
10307657,13,01SARAJERH_M,Staff 13
10357824,7,09GMOFF_M,Senior Management 07
10633693,13,05KORABEFA_M,Staff 13
10315037,12,07BANGLOGI_M,Professional 12
10652721,13,01SARACFUR_D,Staff 13
10542073,13,06EAS1FARM_D,Staff 13
10661928,13,01SARACSLA_D,Staff 13
10001186,11,03PHITFEED_M,Professional 11
10670235,13,01MIN2CFUR_M,Staff 13
10672786,13,01SARACFUR_D,Staff 13
10645725,13,08CHESTER_H,Staff 13
10048807,13,01MIN1CSLA_M,Staff 13
10607812,13,05NORTBEFA_M,Staff 13
10000358,11,WGDUMMY_SMDW,Professional 11
10385154,13,06EAS1FARM_M,Staff 13
10093036,10,CPPCPTGOFF_M,Professional 10
10642333,12,08FOODMARK_M,Professional 12
10411350,13,01KORSLAU_D,Staff 13
10029209,11,06SOUTFARM_M,Professional 11
10619553,13,05ISANPSLA_D,Staff 13
10089271,13,MEIJFACT_M,Staff 13
10627248,10,CPGOFF_M,Professional 10
10011954,9,WGDUMMY_DMUP,Management 09
10093625,12,CPPRD_M,Professional 12
10619169,13,01SARACFUR_D,Staff 13
10527816,11,09LEADEROFF_M,Professional 11
10341137,11,01NONGFOOD_M,Professional 11
10272605,13,01SARACSLA_M,Staff 13
10035837,13,MEIJFACT_M,Staff 13
10291126,11,03PHITFEED_M,Professional 11
10040926,9,WGDUMMY_DMUP,Management 09
10172231,11,08CHESTER_M,Professional 11
10036083,9,09GMOFF_M,Management 09
10665917,13,08CHESTER_H,Staff 13
10670232,13,01MIN1CSLA_M,Staff 13
10644482,13,05NORTINTE_D,Staff 13
10657445,13,01MIN1CFUR_D,Staff 13
10386630,10,WGDUMMY_DMUP,Professional 10
10237832,11,09TECHNOFF_M,Professional 11
10032047,10,WGDUMMY_DMUP,Professional 10
10671019,12,03HATYFEED_M,Professional 12
10174461,9,09GMOFF_M,Management 09
10221221,13,01KORFURP_D,Staff 13
10376425,13,05SISACSLA_D,Staff 13
10063931,13,01SARACSLA_M,Staff 13
10528955,13,DMTLATKRA_M,Staff 13
10671351,13,01SARACSLA_D,Staff 13
10015922,10,WGDUMMY_DMUP,Professional 10
10034746,11,06SOUTFARM_M,Professional 11
10182132,12,01KORSLAU_M,Professional 12
10635739,13,01SARACSLA_D,Staff 13
10246880,11,07BKKFM_M,Professional 11
10077615,13,01SARACFUR_D,Staff 13
10662018,13,05WESTPSLA_D,Staff 13
10616611,13,01MIN2CFUR_D,Staff 13
10311893,13,01MIN1CSLA_D,Staff 13
10011855,8,09GMOFF_M,Management 08
10070083,13,01SARACFUR_D,Staff 13
10424840,12,05CENTEGG_M,Professional 12
10399580,12,05EASTSWIN_M,Professional 12
10520955,13,01MIN1CSLA_D,Staff 13
10570262,13,05EASTBRFA_M,Staff 13
10553891,13,01MIN2CFUR_D,Staff 13
10671966,13,01PAETFOOD_D,Staff 13
10568880,10,09CPFITOFF_M,Professional 10
10251453,13,05NORTINTE_M,Staff 13
10520703,13,05SARABEFA_M,Staff 13
10008358,9,09GMOFF_M,Management 09
10671748,13,01MIN1CFUR_D,Staff 13
10292938,13,01KORFURP_D,Staff 13
10618764,13,05CHICKBEF_M,Staff 13
10021422,10,WGDUMMY_DMUP,Professional 10
10022811,10,WGDUMMY_DMUP,Professional 10
10075587,13,06EAS1FARM_M,Staff 13
10569048,13,05ISANPSLA_D,Staff 13
10385732,13,01MIN1CSLA_D,Staff 13
10395951,12,09WANGRESE_M,Professional 12
